epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.1791265904903412,5.890477657318115,0.001,0.1901715099811554,6.963001728057861
1,0.17915146052837372,5.847736358642578,0.001,0.1901715099811554,6.975656509399414
2,0.17915146052837372,5.836555004119873,0.001,0.1901715099811554,6.95733642578125
3,0.17915146052837372,5.8339524269104,0.001,0.1901715099811554,6.964076042175293
4,0.17915146052837372,5.833353042602539,0.001,0.1901715099811554,6.9695963859558105
5,0.17915146052837372,5.831560134887695,0.001,0.1901715099811554,6.969184398651123
6,0.17915146052837372,5.829878807067871,0.001,0.1901715099811554,6.962538242340088
7,0.17915146052837372,5.828051567077637,0.001,0.1901715099811554,6.972480297088623
